"BehaviorSpace results (NetLogo 6.2.0)"
"Sugarscape 1 Immediate Growback.nlogo"
"Growth Change"
"02/21/2021 00:21:26:123 +0800"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","49","0","49"
"[run number]","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","-0.01834862385321101","-0.008368200836820083","-0.007722007722007722","-0.007168458781362007","0","0","0","-0.0111731843575419","-0.005277044854881266","-0.005012531328320802","-0.009569377990430622","-0.01834862385321101","0","-0.0041753653444676405","-0.008032128514056224","-0.01160541586073501","0","-0.0035778175313059034","-0.010398613518197574","-0.006688963210702341","-0.0032310177705977385","-0.01892744479495268","-0.0060790273556231","-0.0058997050147492625","-0.0057306590257879654","-0.0111731843575419","-0.010869565217391304","-0.007926023778071334","-0.005141388174807198","-0.015113350125944584","-0.004889975550122249","-0.009569377990430622","-0.007001166861143524","-0.0068415051311288486","-0.002224694104560623","-0.01092896174863388","-0.0106951871657754","-0.01680672268907563","-0.010256410256410256","-0.010050251256281407","-0.011834319526627219","-0.0057859209257473485","-0.009478672985781991","-0.009302325581395349","-0.0036429872495446266","-0.010771992818671455","-0.015915119363395226","-0.005185825410544511","-0.0016963528413910093","-0.013422818791946308","-0.00823045267489712","-0.004850444624090542","-0.012779552715654952","-0.010997643362136685","-0.0030816640986132513","-0.0091324200913242","-0.008995502248875561","-0.013323464100666173","-0.008733624454148471","-0.0057306590257879654","-0.009907997169143666","-0.009769713886950453","-0.009635237439779766","-0.009504412763068567","-0.008032128514056224","-0.007926023778071334","-0.013071895424836602","-0.00901481004507405","-0.006349206349206349","-0.005012531328320802","-0.013673088875077687","-0.008573178199632579","-0.009685230024213076","-0.009569377990430622","-0.008269344359125812","-0.007001166861143524","-0.008078476630121177","-0.013729977116704805","-0.013574660633484163","-0.005571030640668524","-0.007722007722007722","-0.006543075245365322","-0.004310344827586207","-0.008547008547008548","-0.010582010582010581","-0.006269592476489028","-0.004132231404958678","-0.010256410256410256","-0.007095793208312215","-0.009040683073832245"
,"0","-0.027649769585253458","-0.02531645569620253","-0.023346303501945526","-0.021660649819494584","-0.020202020202020204","-0.012578616352201259","-0.011834319526627219","-0.039660056657223795","-0.02127659574468085","-0.010050251256281407","-0.043795620437956206","-0.027649769585253458","-0.02643171806167401","-0.02531645569620253","-0.024291497975708502","-0.023346303501945526","-0.02626641651031895","-0.04007285974499089","-0.027972027972027972","-0.023608768971332208","-0.016260162601626018","-0.02531645569620253","-0.021439509954058193","-0.023809523809523808","-0.01729106628242075","-0.039660056657223795","-0.03576341127922971","-0.015915119363395226","-0.0392156862745098","-0.02788339670468948","-0.0297029702970297","-0.038834951456310676","-0.030696576151121605","-0.029988465974625143","-0.02247191011235955","-0.017543859649122806","-0.039045553145336226","-0.0425531914893617","-0.03319502074688797","-0.03458799593082401","-0.04","-0.021379980563654033","-0.02676864244741874","-0.028169014084507043","-0.02578268876611418","-0.028985507246376812","-0.03208556149732621","-0.019147084421235857","-0.034482758620689655","-0.030456852791878174","-0.029950083194675542","-0.021189894050529748","-0.03389830508474576","-0.02531645569620253","-0.036021926389976505","-0.03861003861003861","-0.04112718964204113","-0.04357625845229151","-0.029411764705882353","-0.024584237165582067","-0.038765254845656856","-0.036775106082036775","-0.0263705759888966","-0.03296703296703297","-0.017484868863483525","-0.03072812291249165","-0.033003300330033","-0.03257328990228013","-0.03477141017385705","-0.03303684879288437","-0.03901825047199497","-0.02219482120838471","-0.03306797305572566","-0.030211480362537766","-0.028639618138424822","-0.02591283863368669","-0.019733023795705164","-0.03233256351039261","-0.04011461318051576","-0.035048049745618995","-0.03125","-0.042175360710321866","-0.031676679410158386","-0.037940379403794036","-0.02774813233724653","-0.024248813916710597","-0.01768070722828913","-0.03954214360041623","-0.03494347379239465","-0.04081632653061224"
,"-0.020202020202020204","-0.037037037037037035","-0.05128205128205128","-0.03125","-0.05128205128205128","-0.04778156996587031","-0.031746031746031744","-0.029850746268656716","-0.06303724928366762","-0.04851752021563342","-0.02531645569620253","-0.058823529411764705","-0.037037037037037035","-0.06278026905829596","-0.0425531914893617","-0.04918032786885246","-0.05128205128205128","-0.053231939163498096","-0.058823529411764705","-0.06405693950177936","-0.04081632653061224","-0.029459901800327332","-0.04146730462519936","-0.0401854714064915","-0.057488653555219364","-0.028985507246376812","-0.06303724928366762","-0.04986149584487535","-0.043010752688172046","-0.06349206349206349","-0.05128205128205128","-0.04234122042341221","-0.04878048780487805","-0.0673076923076923","-0.056074766355140186","-0.045454545454545456","-0.035398230088495575","-0.05689277899343545","-0.05787781350482315","-0.04806687565308255","-0.05761316872427984","-0.06896551724137931","-0.033235581622678395","-0.04633204633204633","-0.043519394512771994","-0.05415499533146592","-0.05128205128205128","-0.05405405405405406","-0.03866432337434095","-0.0611353711790393","-0.06362854686156492","-0.04869857262804366","-0.04789430222956235","-0.05378973105134474","-0.05292702485966319","-0.053712480252764615","-0.0625","-0.05995388162951576","-0.06529992406985573","-0.05663189269746647","-0.03340595497458242","-0.06545454545454546","-0.06156048675733715","-0.047685834502103785","-0.05412907702984039","-0.04081632653061224","-0.05266711681296422","-0.05744822979291917","-0.04993429697766097","-0.06535947712418301","-0.059202059202059204","-0.07559256886611147","-0.04488778054862843","-0.062111801242236024","-0.060085836909871244","-0.06060606060606061","-0.056186491332934844","-0.055522740696987594","-0.05487448920023351","-0.06376811594202898","-0.05714285714285714","-0.06583427922814983","-0.06278026905829596","-0.059800664451827246","-0.06479956068094453","-0.055164954029204974","-0.04909284951974386","-0.035676810073452254","-0.06207259337190952","-0.06572769953051644","-0.061855670103092786"
,"-0.020202020202020204","-0.09523809523809523","-0.07792207792207792","-0.047244094488188976","-0.07407407407407407","-0.0979020979020979","-0.07119741100323625","-0.042042042042042045","-0.09912536443148688","-0.07084468664850137","-0.06718346253229975","-0.07407407407407407","-0.06088992974238876","-0.07207207207207207","-0.06896551724137931","-0.08333333333333333","-0.10101010101010101","-0.09302325581395349","-0.08955223880597014","-0.1206581352833638","-0.06896551724137931","-0.07011686143572621","-0.08130081300813008","-0.056074766355140186","-0.09553158705701079","-0.055800293685756244","-0.09302325581395349","-0.0903954802259887","-0.06802721088435375","-0.09395973154362416","-0.09698558322411534","-0.06030150753768844","-0.08436724565756824","-0.10526315789473684","-0.09274673008323424","-0.07852193995381063","-0.055865921787709494","-0.09587513935340022","-0.08922742110990206","-0.06751054852320675","-0.08986415882967608","-0.09660842754367935","-0.06965174129353234","-0.07436399217221135","-0.07094918504314478","-0.0892687559354226","-0.07792207792207792","-0.09558823529411764","-0.06222222222222222","-0.08296557811120918","-0.10341805433829973","-0.08368915456874466","-0.08053691275167785","-0.08609271523178808","-0.08638956805215973","-0.08667736757624397","-0.10358565737051793","-0.0904836193447738","-0.09069946195234435","-0.07987942727957799","-0.07869339272457312","-0.09748892171344166","-0.09759650400582666","-0.08720514653323802","-0.08304011259676285","-0.07325501036627505","-0.07934336525307797","-0.09523809523809523","-0.09115281501340483","-0.10526315789473684","-0.10111621799080761","-0.11488250652741515","-0.08253968253968254","-0.09199747952110901","-0.09345794392523364","-0.0948860135551448","-0.09245742092457421","-0.0926037282020445","-0.09026128266033254","-0.10153482880755609","-0.09180708890180128","-0.11259431224608242","-0.10767468499427263","-0.08754208754208755","-0.1029082774049217","-0.09135938359933957","-0.09036472509526401","-0.06382978723404255","-0.09289909236518953","-0.09634727368978295","-0.09863588667366212"
,"-0.05128205128205128","-0.10526315789473684","-0.12389380530973451","-0.08","-0.13740458015267176","-0.1276595744680851","-0.07792207792207792","-0.06060606060606061","-0.11143695014662756","-0.10526315789473684","-0.08333333333333333","-0.10526315789473684","-0.09026128266033254","-0.1004566210045662","-0.0915032679738562","-0.11416490486257928","-0.14432989690721648","-0.1301775147928994","-0.13333333333333333","-0.16822429906542055","-0.10157618213660245","-0.10526315789473684","-0.10873146622734761","-0.0985691573926868","-0.1150855365474339","-0.09895052473763119","-0.12076583210603829","-0.14182344428364688","-0.09944751381215469","-0.12244897959183673","-0.11920529801324503","-0.10796915167095116","-0.11055276381909548","-0.13399503722084366","-0.12048192771084337","-0.10772833723653395","-0.08380520951302378","-0.12429378531073447","-0.10757409440175632","-0.1007502679528403","-0.1299254526091587","-0.12943632567849686","-0.10101010101010101","-0.10317460317460317","-0.10321324245374879","-0.12560386473429952","-0.09934395501405811","-0.1348314606741573","-0.08820882088208822","-0.1223021582733813","-0.1371326803205699","-0.11805555555555555","-0.13058419243986255","-0.12658227848101267","-0.10873146622734761","-0.1259198691741619","-0.13765182186234817","-0.1337579617834395","-0.12334113973458236","-0.12307692307692308","-0.10843373493975904","-0.11940298507462686","-0.13491475166790215","-0.1329437545653762","-0.10826210826210826","-0.10822206605762473","-0.12885154061624648","-0.1314878892733564","-0.13260423786739575","-0.15112321307011573","-0.14333556597454788","-0.147117296222664","-0.12297734627831715","-0.12005108556832694","-0.1279290690310323","-0.12234706616729088","-0.11692307692307692","-0.1336603310852238","-0.1268882175226586","-0.13046080191502094","-0.1301775147928994","-0.15130023640661938","-0.1432731508444962","-0.12086659064994298","-0.14123006833712984","-0.1276595744680851","-0.135706340378198","-0.10412147505422993","-0.12581344902386118","-0.12903225806451613","-0.1447721179624665"
,"-0.1276595744680851","-0.11538461538461539","-0.13333333333333333","-0.10526315789473684","-0.15384615384615385","-0.15053763440860216","-0.11920529801324503","-0.09876543209876543","-0.14285714285714285","-0.1348314606741573","-0.09424083769633508","-0.14285714285714285","-0.11031175059952038","-0.12471131639722864","-0.12389380530973451","-0.13219616204690832","-0.16666666666666666","-0.147117296222664","-0.16634429400386846","-0.21374045801526717","-0.14285714285714285","-0.13793103448275862","-0.16216216216216217","-0.1498371335504886","-0.13166144200626959","-0.1244309559939302","-0.14925373134328357","-0.16058394160583941","-0.116991643454039","-0.136986301369863","-0.1476510067114094","-0.15505913272010513","-0.13740458015267176","-0.15538847117794485","-0.16748768472906403","-0.1377672209026128","-0.12226066897347174","-0.15102974828375287","-0.14285714285714285","-0.12121212121212122","-0.15053763440860216","-0.15873015873015872","-0.12678936605316973","-0.1435793731041456","-0.13228035538005922","-0.18037661050545095","-0.11920529801324503","-0.16730038022813687","-0.1187214611872146","-0.15328467153284672","-0.18778486782133091","-0.14977973568281938","-0.15464813205907907","-0.15384615384615385","-0.13689482470784642","-0.15410107705053852","-0.17642209398186315","-0.15780998389694043","-0.1434200157604413","-0.15625","-0.1488871834228703","-0.15641609719058466","-0.1670428893905192","-0.16296296296296298","-0.13410237923576063","-0.1261516654854713","-0.1529745042492918","-0.17054263565891473","-0.16817234190410008","-0.17780840799448655","-0.1872863978127136","-0.1788836583725622","-0.14800261951538965","-0.15025906735751296","-0.15661103979460847","-0.16560509554140126","-0.14597629444791016","-0.1588089330024814","-0.16083486801718846","-0.1654501216545012","-0.16606498194945848","-0.17443249701314217","-0.17622708456534594","-0.15028901734104047","-0.18731820826061663","-0.17889908256880735","-0.17563739376770537","-0.13304013194062672","-0.15859030837004406","-0.16630196936542668","-0.17509516041326809"
,"-0.15053763440860216","-0.14634146341463414","-0.15246636771300448","-0.1487603305785124","-0.2047244094488189","-0.16606498194945848","-0.15488215488215487","-0.125","-0.16216216216216217","-0.17142857142857143","-0.1164021164021164","-0.19321148825065274","-0.12048192771084337","-0.1445221445221445","-0.17194570135746606","-0.15982721382289417","-0.208067940552017","-0.16432865731462926","-0.1917808219178082","-0.25680933852140075","-0.15827338129496402","-0.17162872154115585","-0.21453287197231835","-0.17462932454695224","-0.18298555377207062","-0.17054263565891473","-0.17522658610271905","-0.1796759941089838","-0.14992927864214992","-0.17270194986072424","-0.18281036834924966","-0.18666666666666668","-0.17616580310880828","-0.17721518987341772","-0.1972534332084894","-0.1686746987951807","-0.15204678362573099","-0.17341040462427745","-0.17687074829931973","-0.14442013129102846","-0.17391304347826086","-0.1864951768488746","-0.15991692627206647","-0.18106995884773663","-0.1774193548387097","-0.2199798183652876","-0.14971209213051823","-0.19653179190751446","-0.16216216216216217","-0.17712177121771217","-0.20791168353265868","-0.1746880570409982","-0.17734855136084285","-0.18181818181818182","-0.1658206429780034","-0.17937971500419111","-0.20920502092050208","-0.1859706362153344","-0.1794871794871795","-0.18181818181818182","-0.1892103205629398","-0.19305019305019305","-0.19679633867276888","-0.18726591760299627","-0.15900802334062727","-0.15982721382289417","-0.19812002892263195","-0.2015725518227305","-0.1940928270042194","-0.2082459818308875","-0.21914008321775313","-0.20408163265306123","-0.18520986009327114","-0.1799080761654629","-0.19321148825065274","-0.1949644932214332","-0.1717171717171717","-0.18867924528301888","-0.20275344180225283","-0.20160791589363017","-0.20588235294117646","-0.2047244094488189","-0.22088111044055522","-0.18309859154929578","-0.22090962787950383","-0.20930232558139536","-0.21070811744386875","-0.17123670956911025","-0.19607843137254902","-0.2122905027932961","-0.2087244616234125"
,"-0.17391304347826086","-0.1782178217821782","-0.15246636771300448","-0.1940928270042194","-0.23107569721115537","-0.1978021978021978","-0.1917808219178082","-0.14511041009463724","-0.1951219512195122","-0.2028985507246377","-0.16216216216216217","-0.21635883905013192","-0.14634146341463414","-0.17494089834515367","-0.1867881548974943","-0.17391304347826086","-0.23655913978494625","-0.24066390041493776","-0.2222222222222222","-0.2879684418145957","-0.16998191681735986","-0.19469026548672566","-0.22608695652173913","-0.21105527638190955","-0.2077922077922078","-0.20125786163522014","-0.2119815668202765","-0.2155688622754491","-0.1839080459770115","-0.1940928270042194","-0.1978021978021978","-0.21621621621621623","-0.2018348623853211","-0.20512820512820512","-0.22784810126582278","-0.1897810218978102","-0.17494089834515367","-0.20398593200468934","-0.21453287197231835","-0.17054263565891473","-0.18818380743982493","-0.2077922077922078","-0.1940928270042194","-0.2222222222222222","-0.20408163265306123","-0.24948875255623723","-0.17475728155339806","-0.22439024390243903","-0.19281663516068054","-0.1973929236499069","-0.23255813953488372","-0.19424460431654678","-0.20640569395017794","-0.20087336244541484","-0.1955403087478559","-0.20152413209144793","-0.231614539306847","-0.205761316872428","-0.2077922077922078","-0.20447284345047922","-0.21518987341772153","-0.21356196414653156","-0.2273781902552204","-0.22900763358778625","-0.19096965210954847","-0.1786492374727669","-0.24188790560471976","-0.24163027656477437","-0.2159090909090909","-0.23637650389242745","-0.24089635854341737","-0.23294279807029636","-0.22372881355932203","-0.2222222222222222","-0.22075346992729677","-0.2193211488250653","-0.21079691516709512","-0.22364217252396165","-0.22643896268184693","-0.23057644110275688","-0.2346368715083799","-0.23587223587223588","-0.2425350396099939","-0.20640569395017794","-0.23809523809523808","-0.23792697290930506","-0.23776223776223776","-0.19581211092246745","-0.23107569721115537","-0.24108658743633277","-0.242152466367713"
,"-0.20994475138121546","-0.233502538071066","-0.1917808219178082","-0.1940928270042194","-0.24899598393574296","-0.24719101123595505","-0.19931271477663232","-0.16560509554140126","-0.22910216718266255","-0.2551928783382789","-0.18579234972677597","-0.2222222222222222","-0.16748768472906403","-0.20623501199040767","-0.2018348623853211","-0.20750551876379691","-0.2413793103448276","-0.2641509433962264","-0.2535211267605634","-0.3061630218687873","-0.1978021978021978","-0.20640569395017794","-0.2816399286987522","-0.233502538071066","-0.25165562913907286","-0.21870047543581617","-0.2360248447204969","-0.24242424242424243","-0.22547584187408493","-0.2222222222222222","-0.21606648199445982","-0.23433242506811988","-0.2251655629139073","-0.23376623376623376","-0.24776500638569604","-0.2113022113022113","-0.19308700834326578","-0.24611708482676226","-0.22479721900347624","-0.18262806236080179","-0.20750551876379691","-0.23194748358862144","-0.21748400852878466","-0.24814422057264052","-0.23834196891191708","-0.2727272727272727","-0.19607843137254902","-0.25742574257425743","-0.22009569377990432","-0.21180880974695407","-0.2598870056497175","-0.21818181818181817","-0.2302158273381295","-0.22811671087533156","-0.22608695652173913","-0.22984562607204118","-0.2641509433962264","-0.22406639004149378","-0.23316912972085385","-0.2366288492706645","-0.24719101123595505","-0.22745098039215686","-0.2641509433962264","-0.25308641975308643","-0.20730797912005966","-0.22057735011102886","-0.26022304832713755","-0.26138032305433184","-0.23335719398711524","-0.2523164647184604","-0.26628895184135976","-0.2562674094707521","-0.2496570644718793","-0.25084745762711863","-0.24899598393574296","-0.24274406332453827","-0.24689745264532986","-0.2524271844660194","-0.2593068035943517","-0.25602027883396705","-0.2598870056497175","-0.26932668329177056","-0.2562844880441447","-0.23961468994581578","-0.2609741431148527","-0.2659511031604055","-0.2668240850059032","-0.22732491389207807","-0.2554660529344074","-0.26285714285714284","-0.27790432801822323"
,"-0.2222222222222222","-0.27979274611398963","-0.24299065420560748","-0.2510822510822511","-0.2764227642276423","-0.2556390977443609","-0.22996515679442509","-0.21498371335504887","-0.2641509433962264","-0.3100303951367781","-0.2222222222222222","-0.25806451612903225","-0.21105527638190955","-0.24390243902439024","-0.2641509433962264","-0.25225225225225223","-0.2559652928416486","-0.3076923076923077","-0.26720647773279355","-0.3153692614770459","-0.23880597014925373","-0.2222222222222222","-0.3063063063063063","-0.2602739726027397","-0.2972972972972973","-0.23285486443381181","-0.27129337539432175","-0.26299694189602446","-0.2518518518518518","-0.2510822510822511","-0.23776223776223776","-0.2620689655172414","-0.24899598393574296","-0.2751322751322751","-0.2709677419354839","-0.23880597014925373","-0.21153846153846154","-0.2787878787878788","-0.2508792497069168","-0.2072072072072072","-0.2346368715083799","-0.24669603524229075","-0.22936763129689175","-0.2771213748657358","-0.2689075630252101","-0.2988505747126437","-0.22442899702085403","-0.28","-0.24806201550387597","-0.24121557454890788","-0.2922636103151863","-0.24677716390423574","-0.25659690627843496","-0.25806451612903225","-0.2555066079295154","-0.2491349480968858","-0.3016564952048823","-0.2483221476510067","-0.2591362126245847","-0.26044226044226043","-0.2727272727272727","-0.2468354430379747","-0.2966507177033493","-0.2759158222915043","-0.2272385252069225","-0.243829468960359","-0.2822822822822823","-0.27979274611398963","-0.27074235807860264","-0.2815884476534296","-0.302158273381295","-0.2752808988764045","-0.2777777777777778","-0.27709190672153633","-0.28105906313645623","-0.26817878585723814","-0.2751322751322751","-0.2819672131147541","-0.2783171521035599","-0.2791293213828425","-0.2900763358778626","-0.3008849557522124","-0.29712858926342073","-0.26967663209273945","-0.2857142857142857","-0.28502705953096813","-0.2911694510739857","-0.25319396051103366","-0.2830518345952242","-0.2929936305732484","-0.3094688221709007"
